City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,umm kaddadah,13.6017,26.6876,31.61,40,44,2.28,SD,1691513134
282,ulety,51.3572,112.4849,16.28,72,91,1.52,RU,1691513134
283,jaciara,-15.9653,-54.9683,38.62,16,0,0.92,BR,1691513135
284,fada,9.5667,8.3,21.94,94,97,1.64,NG,1691513135
285,richards bay,-28.783,32.0377,18.93,73,0,3.84,ZA,1691513135
286,agua dulce,18.1333,-94.1333,27.88,69,3,2.34,MX,1691513135
287,candido mendes,-1.4467,-45.7167,28.24,79,55,3.35,BR,1691513135
288,forster,-32.1667,152.5167,10.61,89,10,2.56,AU,1691513135
289,leninskoye,41.7589,69.3864,25.72,33,14,2.41,KZ,1691513135
290,san julian,21.0167,-102.1667,22.97,51,0,0.61,MX,1691513135
291,mangrol,21.1167,70.1167,27.08,84,100,8.41,IN,1691513135
292,kruisfontein,-34.0033,24.7314,14.38,91,75,5.05,ZA,1691513135
293,santa terezinha,-29.9002,-50.0904,17.04,64,87,6.75,BR,1691513135
294,la passe,45.5549,-0.8967,28.13,44,46,4.6,FR,1691513136
295,vilyuchinsk,52.9306,158.4028,10.15,64,100,4.0,RU,1691513136
296,khmilnyk,49.5598,27.9575,18.16,56,100,4.56,UA,1691513136
297,yol,32.1667,76.2,25.29,74,24,2.58,IN,1691513136
298,ringkobing,56.0901,8.244,13.34,68,70,15.48,DK,1691513136
299,chernyshevskiy,63.0128,112.4714,16.06,75,72,2.45,RU,1691513136
300,mata-utu,-13.2816,-176.1745,27.34,79,11,2.74,WF,1691513136
301,xuddur,4.1213,43.8894,27.31,46,97,8.87,SO,1691513136
302,snihurivka,47.0758,32.8052,18.53,64,75,11.3,UA,1691513136
303,launceston,-41.45,147.1667,5.08,93,27,3.09,AU,1691513136
304,portland,45.5234,-122.6762,22.25,74,75,2.06,US,1691512967
305,tchintabaraden,15.8969,5.7985,32.19,43,100,0.91,NE,1691513136
306,kenzhe,43.5017,43.5572,30.44,55,31,2.0,RU,1691513136
307,naze,28.3667,129.4833,24.51,92,100,12.22,JP,1691513137
308,domusnovas,39.3219,8.6486,29.24,38,0,3.83,IT,1691513137
309,coruripe,-10.1256,-36.1756,26.54,72,54,4.54,BR,1691513137
310,pak phanang,8.3511,100.202,27.12,76,76,3.42,TH,1691513137
311,saint-philippe,-21.3585,55.7679,20.77,77,43,4.61,RE,1691513137
312,lerwick,60.1545,-1.1494,11.0,76,100,13.3,GB,1691513137
313,jayapura,-2.5333,140.7,23.66,92,73,2.1,ID,1691513137
314,kotel'nikovo,47.6317,43.1461,30.55,29,0,3.61,RU,1691513137
315,cannonvale,-20.2833,148.7,19.66,85,13,5.72,AU,1691513137
316,necochea,-38.5473,-58.7368,10.43,52,100,7.16,AR,1691513137
317,goulburn,-34.75,149.7167,5.44,99,40,1.79,AU,1691513137
318,lubang,13.8584,120.124,28.57,79,88,5.39,PH,1691513137
319,noosa heads,-26.3833,153.15,13.95,70,57,5.86,AU,1691513137
320,aljezur,37.3191,-8.8033,28.14,58,55,3.91,PT,1691513138
321,tralee,52.2704,-9.7026,21.14,78,75,3.09,IE,1691513138
322,arica,-18.475,-70.3042,22.75,60,0,6.17,CL,1691512930
323,qamdo,31.1667,97.2333,7.82,76,22,1.53,CN,1691513138
324,margate,51.3813,1.3862,17.17,88,100,3.58,GB,1691513138
325,shahr-e babak,30.1165,55.1186,28.42,23,95,6.31,IR,1691513138
326,kataba,13.9833,44.3833,21.82,49,99,2.48,YE,1691513138
327,trincomalee,8.5711,81.2335,27.63,73,97,4.82,LK,1691513138
328,hawaiian paradise park,19.5933,-154.9731,23.83,88,100,1.54,US,1691513139
329,sainte-maxime,43.3,6.6333,28.75,58,21,2.24,FR,1691513139
330,igrim,63.1906,64.4162,18.9,75,30,3.07,RU,1691513139
331,caluula,11.9661,50.7569,29.97,68,48,0.79,SO,1691513139
332,villa bruzual,9.3328,-69.1208,31.17,63,22,3.27,VE,1691513139
333,ardakan,32.31,54.0175,33.54,20,57,0.88,IR,1691513139
334,tshabong,-26.05,22.45,15.96,31,1,2.05,BW,1691513139
335,thakhek,17.4103,104.8307,23.18,96,99,1.76,LA,1691513139
336,karatau,43.1667,70.4667,24.01,44,65,1.64,KZ,1691513139
337,sassandra,4.95,-6.0833,25.01,84,79,4.81,CI,1691513139
338,veraval,20.9,70.3667,26.98,84,100,8.18,IN,1691513139
339,al ghayzah,16.2079,52.176,26.61,83,93,5.09,YE,1691513139
340,bogande,12.9714,-0.1436,27.95,66,100,3.78,BF,1691513140
341,kapuskasing,49.4169,-82.4331,23.05,64,75,2.06,CA,1691512922
342,enewetak,11.3474,162.3373,28.14,79,90,5.49,MH,1691513140
343,ponferrada,42.5466,-6.5962,40.12,12,0,0.89,ES,1691513140
344,badger,64.8,-147.5333,15.28,93,75,2.57,US,1691513140
345,cooper's town,26.8667,-77.5167,29.84,77,6,3.74,BS,1691513140
346,debre tabor,11.85,38.0167,11.65,91,72,0.56,ET,1691513140
347,esik,43.3552,77.4525,17.68,59,96,2.89,KZ,1691513140
348,ghat,24.9647,10.1728,41.32,8,5,2.91,LY,1691513140
349,kiunga,-6.1219,141.2906,21.67,89,92,1.68,PG,1691513140
350,huatabampo,26.8333,-109.6333,36.29,43,6,3.82,MX,1691513140
351,san luis de la loma,17.2706,-100.8939,32.11,61,0,3.74,MX,1691513140
352,villa regina,-39.1,-67.0667,14.43,15,28,3.53,AR,1691513141
353,belomorsk,64.5232,34.7668,20.72,74,2,3.56,RU,1691513141
354,eyl,7.9803,49.8164,25.18,79,88,11.87,SO,1691513141
355,onega,63.9061,38.1404,20.6,63,0,4.64,RU,1691513141
356,namibe,-15.1961,12.1522,18.6,84,13,2.85,AO,1691513141
357,bonthe,7.5264,-12.505,26.83,80,80,5.75,SL,1691513138
358,cesme,38.3228,26.3064,30.84,55,0,5.14,TR,1691513141
359,linden,6.0,-58.3,33.59,53,100,1.33,GY,1691513141
360,kuvshinovo,57.0295,34.1725,18.97,72,30,2.14,RU,1691513141
361,juan griego,11.0817,-63.9655,31.72,62,0,1.83,VE,1691513141
362,byron bay,-28.65,153.6167,11.51,87,51,4.11,AU,1691513141
363,ghormach,35.7306,63.7826,29.95,20,3,3.09,AF,1691513141
364,aksu,41.1231,80.2644,28.35,28,0,2.24,CN,1691513141
365,galesong,-5.3166,119.3661,23.01,76,65,3.67,ID,1691513141
366,tangalle,6.024,80.7911,26.07,84,87,4.8,LK,1691513142
367,horta,38.5333,-28.6333,24.8,81,40,6.26,PT,1691513142
368,chifeng,42.2683,118.9636,18.59,90,29,1.67,CN,1691513142
369,olinda,-8.0089,-34.8553,25.85,89,75,3.6,BR,1691513142
370,richfield,44.8833,-93.283,27.54,53,0,2.06,US,1691512871
371,fortaleza,-3.7227,-38.5247,31.07,55,20,10.8,BR,1691513142
372,acu,-5.5767,-36.9086,33.82,37,92,4.51,BR,1691513142
373,hadibu,12.65,54.0333,26.0,77,57,8.25,YE,1691513142
374,timbuktu,16.7735,-3.0074,39.86,22,66,2.26,ML,1691513142
375,port isabel,26.0734,-97.2086,36.02,60,20,6.17,US,1691513067
376,raduzhny,62.0961,77.475,17.36,58,100,3.3,RU,1691513142
377,kapit,2.0167,112.9333,24.05,96,100,0.33,MY,1691513142
378,ballina,-28.8667,153.5667,11.55,86,55,3.44,AU,1691513143
379,holualoa,19.6228,-155.9522,23.91,84,40,2.57,US,1691513143
380,whangarei,-35.7317,174.3239,5.32,96,48,1.73,NZ,1691513143
381,rurrenabaque,-14.4413,-67.5278,25.83,94,100,2.57,BO,1691513143
382,samus',56.7475,84.6992,14.57,85,1,1.21,RU,1691513143
383,laguna,38.421,-121.4238,29.45,64,0,4.12,US,1691513143
384,guerrero negro,27.9769,-114.0611,27.68,66,37,4.56,MX,1691513143
385,coahuayana de hidalgo,18.7,-103.6583,32.91,60,26,1.71,MX,1691513143
386,solnechnyy,50.7214,136.6319,16.58,49,100,1.58,RU,1691513143
387,moanda,-1.5575,13.2178,28.37,50,96,0.55,GA,1691513143
388,tegueste,28.5167,-16.3167,23.7,72,40,5.66,ES,1691513143
389,wuyang,31.9925,116.2472,23.82,82,30,1.91,CN,1691513143
390,culpeper,38.5004,-77.9664,27.84,53,0,3.09,US,1691513143
391,dong ha,16.8163,107.1003,28.47,68,77,4.33,VN,1691513144
392,villa ocampo,-28.4875,-59.3551,19.16,56,100,4.08,AR,1691513144
393,amassoma,4.9692,6.1097,27.62,68,74,4.0,NG,1691513144
394,labrador city,52.9463,-66.9114,17.95,52,75,6.17,CA,1691513144
395,cedeira,43.6797,-8.0209,27.93,71,0,10.73,ES,1691513144
396,palmer,42.1584,-72.3287,27.91,65,75,3.6,US,1691513090
397,piterka,50.6803,47.4454,27.94,33,0,2.7,RU,1691513144
398,ashchysay,43.5542,68.8889,23.09,36,32,3.09,KZ,1691513144
399,cill airne,52.05,-9.5167,21.03,78,75,3.09,IE,1691513144
400,tam ky,15.5667,108.4833,26.96,72,63,2.73,VN,1691513144
401,usinsk,65.9939,57.5281,15.16,67,80,4.61,RU,1691513144
402,aripuana,-9.1667,-60.6333,38.07,24,27,1.52,BR,1691513144
403,west torrington,41.8184,-73.1437,26.82,82,93,0.89,US,1691513145
404,yerofey pavlovich,53.9667,121.9667,13.53,65,91,1.14,RU,1691513145
405,huanuni,-18.2667,-66.85,10.27,33,11,7.16,BO,1691513145
406,gadzhiyevo,69.2551,33.3362,22.33,71,0,3.9,RU,1691513145
407,buka,40.8108,69.1986,28.37,27,65,3.3,UZ,1691513145
408,energetik,51.7445,58.7934,20.03,72,70,4.04,RU,1691513145
409,kashgar,39.4547,75.9797,26.56,34,20,4.0,CN,1691513145
410,comodoro rivadavia,-45.8667,-67.5,15.92,31,0,9.77,AR,1691513145
411,usogorsk,63.4106,48.6872,17.59,67,74,1.92,RU,1691513145
412,kotma,23.2,81.9667,24.44,81,100,3.61,IN,1691513145
413,qarauyl,48.9451,79.255,18.95,77,97,3.92,KZ,1691513145
414,paracuru,-3.41,-39.0306,27.84,60,55,8.01,BR,1691513146
415,severo-yeniseyskiy,60.3725,93.0408,11.46,97,92,1.72,RU,1691513146
416,nueva gerona,21.8833,-82.8,33.2,58,12,5.33,CU,1691513146
417,nago,26.5881,127.9761,27.24,93,73,6.86,JP,1691513146
418,touros,-5.1989,-35.4608,28.61,61,61,6.53,BR,1691513146
419,geraldton,-28.7667,114.6,12.23,87,40,2.06,AU,1691513146
420,buala,-8.145,159.5921,25.46,87,91,3.27,SB,1691513146
421,la'ie,21.6477,-157.9253,26.05,77,12,4.02,US,1691513146
422,krasnyy chikoy,50.3643,108.7512,17.3,83,100,1.67,RU,1691513146
423,montpelier,44.2601,-72.5754,24.29,85,100,1.54,US,1691513146
424,ancud,-41.8697,-73.8203,9.36,94,100,2.69,CL,1691513146
425,caleta de carquin,-11.0925,-77.6267,21.93,67,10,5.63,PE,1691513146
426,murghob,38.1702,73.9667,15.55,18,0,2.33,TJ,1691513146
427,le port,-20.9373,55.2919,21.98,92,21,2.68,RE,1691513147
428,moree,-29.4667,149.85,9.93,65,5,3.22,AU,1691513147
429,west bay,19.3667,-81.4167,33.04,80,40,4.12,KY,1691513147
430,priob'ye,62.5206,65.5964,19.46,67,45,4.74,RU,1691513147
431,hassi messaoud,31.6804,6.0729,41.92,12,0,3.09,DZ,1691513147
432,chonchi,-42.6128,-73.8092,10.07,94,100,2.01,CL,1691513147
433,yeraliyev,43.2,51.65,30.26,40,0,5.46,KZ,1691513147
434,skadovs'k,46.1161,32.9112,20.74,62,10,12.87,UA,1691513147
435,notodden,59.5594,9.2585,16.92,63,40,3.09,NO,1691513147
436,priozersk,61.0393,30.1291,19.27,67,67,3.03,RU,1691513147
437,kingston,17.997,-76.7936,35.13,65,20,4.12,JM,1691513147
438,nuuk,64.1835,-51.7216,8.34,81,20,3.6,GL,1691512987
439,port hedland,-20.3167,118.5667,17.03,82,6,4.12,AU,1691513147
440,vicksburg,32.3526,-90.8779,26.85,39,75,6.17,US,1691513147
441,alta,69.9689,23.2717,22.59,73,0,3.6,NO,1691513148
442,male,4.1748,73.5089,28.97,84,75,2.57,MV,1691513148
443,hasaki,35.7333,140.8333,27.95,94,76,5.99,JP,1691513148
444,sao jose da coroa grande,-8.8978,-35.1478,24.98,83,83,5.08,BR,1691513148
445,lazaro cardenas,17.9583,-102.2,32.07,63,23,1.96,MX,1691513148
446,pundong,-7.9522,110.3486,21.45,90,6,2.55,ID,1691513148
447,korla,41.7597,86.1469,26.62,40,1,2.61,CN,1691513148
448,yulin,22.6333,110.15,25.21,94,18,1.78,CN,1691513148
449,kinablangan,7.6947,126.5503,26.46,84,100,2.07,PH,1691513148
450,princeville,45.7668,-61.2985,22.4,78,40,6.17,CA,1691513148
451,sao miguel do araguaia,-13.275,-50.1628,37.51,13,4,2.72,BR,1691512950
452,mahanoro,-19.9,48.8,20.15,84,13,1.51,MG,1691513148
453,mancio lima,-7.6142,-72.8958,34.04,52,75,1.54,BR,1691513149
454,as samawah,31.332,45.2944,41.02,14,0,4.53,IQ,1691513149
455,tamandare,-8.7597,-35.1047,24.88,84,78,4.95,BR,1691513149
456,klaksvik,62.2266,-6.589,8.51,76,100,12.66,FO,1691513149
457,ar ruways,24.1103,52.7306,34.35,54,15,3.33,AE,1691513149
458,natal,-5.795,-35.2094,28.12,74,75,8.23,BR,1691513149
459,okha,53.5739,142.9478,12.74,84,47,0.83,RU,1691513149
460,borogontsy,62.6683,131.1683,10.94,63,17,1.64,RU,1691513149
461,semirom,31.4167,51.5667,19.75,44,95,3.88,IR,1691513149
462,cold lake,54.4502,-110.2017,15.97,67,40,2.57,CA,1691513149
463,goseong,34.9763,128.3236,27.02,88,25,4.83,KR,1691513150
464,ciudad lazaro cardenas,17.9583,-102.2,32.07,63,23,1.96,MX,1691512870
465,tsiroanomandidy,-18.7667,46.0333,19.32,46,87,1.22,MG,1691513150
466,pontianak,-0.0333,109.3333,24.99,100,75,0.51,ID,1691512945
467,devin,41.7433,24.4,18.07,59,91,2.09,BG,1691513150
468,susuman,62.7833,148.1667,3.01,71,64,0.52,RU,1691513150
469,yarmouth,41.7057,-70.2286,24.8,95,100,7.72,US,1691513150
470,el bolson,-41.9667,-71.5167,11.26,72,100,2.27,AR,1691513150
471,auki,-8.7676,160.7034,23.97,90,95,2.38,SB,1691513150
472,kiratu,-3.3333,35.6667,16.76,78,70,1.84,TZ,1691513150
473,tvoroyri,61.5556,-6.8111,9.18,72,54,11.72,FO,1691513150
474,aipe,3.2222,-75.2367,33.44,24,68,2.32,CO,1691513150
475,selfoss,63.9331,-20.9971,13.36,68,79,2.28,IS,1691513151
476,zonguldak,41.25,31.8333,18.13,84,77,1.41,TR,1691513151
477,lagunas,-5.2269,-75.6753,35.2,42,72,0.64,PE,1691513151
478,owase,34.0667,136.2,26.64,94,83,3.3,JP,1691513151
479,tucuma,-0.1833,-50.05,30.3,65,66,4.15,BR,1691513151
480,nadi,-17.8,177.4167,21.0,88,75,1.54,FJ,1691513028
481,bela,25.9333,81.9833,28.73,70,100,4.34,IN,1691513151
482,el granada,37.5027,-122.4694,23.05,80,75,4.63,US,1691513151
483,tippi,7.2,35.45,18.04,99,99,1.19,ET,1691513151
484,cavelossim,15.1726,73.9419,26.99,84,100,1.83,IN,1691513151
485,slavyanka,42.8633,131.3847,19.02,91,100,0.88,RU,1691513151
486,carolina beach,34.0352,-77.8936,33.92,69,28,6.21,US,1691513151
487,bodaybo,57.8506,114.1933,19.67,59,58,0.94,RU,1691513152
488,kavieng,-2.5744,150.7967,26.75,78,99,3.25,PG,1691513152
489,genhe,50.7833,121.5167,12.74,78,76,0.78,CN,1691513152
490,laojunmiao,39.8333,97.7333,26.46,29,54,1.89,CN,1691513152
491,san-pedro,4.7485,-6.6363,25.14,85,79,4.88,CI,1691513152
492,baikonur,45.6167,63.3167,32.59,26,43,3.73,KZ,1691512886
493,katsuren-haebaru,26.3369,127.8719,27.21,100,75,7.72,JP,1691513152
494,takoradi,4.8845,-1.7554,25.08,83,56,6.41,GH,1691513152
495,qui nhon,13.7667,109.2333,29.38,65,60,4.2,VN,1691513152
496,pak chong,14.708,101.4161,27.12,82,100,2.53,TH,1691513152
497,enoch,37.7733,-113.0244,26.14,18,0,5.66,US,1691513152
498,nkove,-7.95,30.85,24.81,44,0,1.5,TZ,1691513152
499,mana,5.6592,-53.7767,30.58,64,90,3.75,GF,1691513153
500,saguenay,48.4168,-71.0657,15.6,93,100,7.2,CA,1691513101
501,pirallahi,40.4723,50.333,31.08,56,0,1.72,AZ,1691513153
502,primero de mayo,-32.2552,-58.4228,16.42,39,69,6.37,AR,1691513153
503,florence,43.7667,11.25,29.9,30,0,4.12,IT,1691513114
504,qa'en,33.7265,59.1844,25.7,23,0,9.0,IR,1691513153
505,noumea,-22.2763,166.4572,14.99,63,89,3.52,NC,1691513153
506,namsos,64.4662,11.4957,22.95,56,40,5.66,NO,1691513153
507,christchurch,-43.5333,172.6333,1.64,73,11,1.54,NZ,1691513153
508,aitape,-3.1374,142.3475,24.7,89,62,2.04,PG,1691513153
509,tambura,5.6,27.4667,20.45,97,100,1.3,SS,1691513153
510,magnitogorsk,53.4186,59.0472,16.53,89,44,2.95,RU,1691513153
511,sakaiminato,35.55,133.2333,29.99,70,40,2.57,JP,1691513153
512,figuig (centre),32.1089,-1.2286,39.71,8,4,6.51,MA,1691513154
513,teofilo otoni,-17.8575,-41.5053,32.01,24,0,3.81,BR,1691513154
514,gizo,-8.103,156.8419,25.89,85,99,6.77,SB,1691513154
515,ko pha ngan,9.7578,100.0291,25.98,77,100,6.84,TH,1691513154
516,lorengau,-2.0226,147.2712,27.06,81,59,4.8,PG,1691513154
517,benicarlo,40.4165,0.4271,29.58,70,14,4.98,ES,1691513154
518,huainan,32.6264,116.9969,24.12,81,100,2.16,CN,1691513154
519,frontera,26.9333,-101.45,31.61,52,0,3.6,MX,1691513154
520,vydrino,51.485,104.8461,14.41,99,97,1.37,RU,1691513154
521,vuktyl,63.8567,57.3094,15.55,68,44,2.49,RU,1691513154
522,belmonte,-15.8631,-38.8828,25.76,66,64,2.99,BR,1691513154
523,pyapon,16.2833,95.6833,25.69,91,100,3.23,MM,1691513155
524,saint-francois,46.4154,3.9054,24.82,33,0,3.09,FR,1691513155
525,cabedelo,-6.9811,-34.8339,27.37,71,48,5.53,BR,1691513155
526,bayanhongor,46.7167,100.1167,17.33,40,83,2.35,MN,1691513155
527,cururupu,-1.8283,-44.8683,30.32,62,41,3.69,BR,1691513155
528,mezotur,47.0,20.6333,22.22,42,33,2.12,HU,1691513155
529,navoiy,40.0844,65.3792,27.71,24,0,2.06,UZ,1691513155
530,viana do castelo,41.6932,-8.8329,24.38,66,4,1.24,PT,1691513155
531,datong,40.0936,113.2914,23.37,62,40,1.5,CN,1691513155
532,sidi qacem,34.2215,-5.7078,42.12,29,56,5.2,MA,1691513155
533,uliastay,47.7417,96.8444,18.51,51,100,2.35,MN,1691513155
534,shingu,33.7333,135.9833,26.56,94,74,4.18,JP,1691513155
535,eydhafushi,5.1033,73.0708,28.2,76,100,5.03,MV,1691513156
536,santa ana,33.7456,-117.8678,30.89,61,40,1.54,US,1691513156
537,reyes,-14.3167,-67.3833,25.98,78,100,2.57,BO,1691513156
538,waddan,29.1614,16.139,33.34,25,0,6.93,LY,1691513156
539,nkhata bay,-11.6066,34.2907,21.17,69,7,2.54,MW,1691513156
540,happy valley-goose bay,53.3168,-60.3315,17.17,77,75,3.6,CA,1691513156
541,yinchuan,38.4681,106.2731,27.97,55,59,4.84,CN,1691513156
542,ledec nad sazavou,49.6952,15.2777,20.18,52,87,4.92,CZ,1691513156
543,puerto colombia,10.9878,-74.9547,32.05,69,63,6.2,CO,1691513156
544,leh,34.1667,77.5833,20.44,21,2,2.58,IN,1691513156
545,pasni,25.2631,63.471,27.53,80,71,6.5,PK,1691513156
546,deba,10.2086,11.3859,28.42,64,64,4.96,NG,1691513156
547,arkhangel'sk,64.5401,40.5433,19.46,69,0,2.43,RU,1691513156
548,menongue,-14.6585,17.691,20.77,24,0,1.04,AO,1691513157
549,namasuba,0.6894,32.4214,21.73,53,88,1.6,UG,1691513157
550,wakkanai,45.4094,141.6739,17.83,97,100,0.45,JP,1691513157
551,maridi,4.9158,29.4742,20.0,96,100,1.37,SS,1691513157
552,karasuk,53.7377,78.0403,20.05,50,65,1.69,RU,1691513157
553,changyon,38.2508,125.0961,23.91,83,0,2.24,KP,1691513157
554,prince albert,53.2001,-105.7677,15.97,77,75,3.6,CA,1691513157
555,yaren,-0.5472,166.916,28.0,72,93,3.52,NR,1691513157
556,saldanha,-33.0117,17.9442,15.03,77,0,10.2,ZA,1691513141
557,mumford,5.2618,-0.759,24.5,87,44,7.1,GH,1691513157
558,old town,50.087,14.4202,21.65,45,0,8.75,CZ,1691513158
559,saint-joseph,-21.3667,55.6167,20.21,77,39,3.57,RE,1691513158
560,sarupathar,26.1984,93.8094,24.79,99,100,0.49,IN,1691513158
561,mount pearl,47.5166,-52.7813,16.85,81,75,7.2,CA,1691513158
562,oliver,49.1831,-119.5524,23.14,64,100,3.09,CA,1691513001
563,chibougamau,49.9168,-74.3659,14.79,100,100,5.14,CA,1691513158
564,recani,31.2846,-4.2688,42.19,8,39,1.78,MA,1691513158
